Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
17R0423	45	45	32	52	49	52	37	43	48	51	49	73	54	57	37	37	64	73	69	69	42	42	42	54	64	70	36	36	42	45	60	60	43	46	59	65	73	73	43	64	68	77	56	80	38	38	52	55	34	34	35	38	43	43	48	48	60	78	68	80	58	64	48	50	39	39	42	51	33	57	35	35	49	49	46	46	45	45	37	37	31	34
18RO006	37	41	32	36	55	55	40	40	51	51	49	49	54	54	37	49	73	73	72	72	42	42	42	60	64	64	36	39	42	42	60	66	49	49	53	53	73	73	46	64	71	71	62	83	38	38	52	55	28	34	41	41	31	37	39	42	78	81	59	71	58	67	50	50	39	39	42	42	33	33	37	39	43	49	40	46	45	45	37	37	31	34
18RO014	25	25	40	40	49	49	28	37	51	51	49	73	54	63	37	46	73	73	69	69	42	48	60	60	64	67	36	36	45	45	60	60	43	49	53	68	73	73	46	58	71	77	62	83	38	38	52	55	28	34	35	41	31	31	39	42	78	78	71	83	64	64	50	50	39	39	42	42	33	57	37	37	49	49	40	40	45	45	37	37	34	37
18RO021	41	49	40	40	55	55	28	37	51	51	49	49	57	57	37	46	73	73	69	69	42	42	54	54	64	64	36	39	45	45	60	66	43	49	53	62	73	79	58	64	68	71	56	56	38	38	49	55	34	37	35	35	43	43	39	45	60	60	80	80	61	64	54	56	39	39	36	51	57	57	37	39	49	49	46	46	30	30	37	46	34	34
18RO023	41	65	32	36	49	55	37	40	51	51	49	58	51	54	37	49	73	73	69	69	42	48	42	54	64	70	39	39	42	45	66	66	43	49	53	53	73	73	46	46	68	71	56	62	38	41	52	55	34	34	41	41	16	31	39	45	60	78	59	80	64	64	54	54	39	39	36	51	33	33	35	37	49	49	46	46	30	45	37	46	31	34
18RO025	25	25	40	52	49	55	37	43	51	51	49	73	54	57	37	37	73	73	69	69	42	48	42	60	64	64	39	39	45	45	66	66	43	43	62	65	64	73	46	46	71	71	56	62	38	38	52	55	28	34	35	35	34	37	45	45	60	78	59	65	64	67	50	54	39	39	42	45	33	54	35	37	49	49	40	46	30	45	37	40	31	37
18RO029	25	45	36	40	46	49	37	40	51	51	49	58	51	57	37	37	73	73	69	69	42	42	42	42	64	70	21	39	45	45	63	66	43	49	62	65	64	73	46	64	71	77	56	65	38	41	52	55	28	34	35	35	37	43	45	48	60	78	59	65	64	67	50	54	39	39	36	51	33	57	35	35	49	49	40	40	30	48	37	37	31	31
18RO033	25	45	40	52	46	49	28	37	48	51	49	49	57	57	37	46	73	73	69	69	42	48	54	60	64	70	39	39	42	45	66	66	43	43	62	68	73	79	64	64	68	77	56	56	38	38	49	52	28	34	35	41	31	37	42	42	78	78	80	80	64	64	54	56	39	39	36	42	33	57	35	39	49	49	40	46	30	45	37	46	31	34
18RO041	25	25	32	36	46	49	37	43	51	51	49	73	54	57	37	37	64	73	69	69	42	42	42	60	64	70	39	39	42	45	66	66	43	43	65	68	73	79	46	46	68	77	62	65	38	38	52	55	28	34	35	35	16	37	45	45	60	78	59	80	64	64	54	54	39	39	42	45	33	54	37	37	43	49	46	46	30	45	37	40	34	37
18RO044	45	49	36	56	49	52	37	40	51	51	43	58	54	63	37	49	64	73	69	69	42	48	42	54	64	67	36	36	42	45	60	63	43	43	49	62	73	79	46	58	71	71	56	56	38	41	55	55	34	34	38	41	16	43	42	42	60	78	59	71	64	64	50	50	39	39	36	45	33	33	37	37	49	49	40	46	45	45	40	46	31	34
18RO047	25	37	40	40	49	55	37	37	51	51	49	49	57	63	37	46	73	73	69	72	42	48	54	60	64	64	36	39	45	45	63	66	43	46	53	56	64	79	46	58	71	71	56	62	38	38	49	55	34	34	35	35	43	43	39	42	60	78	71	83	64	64	50	50	39	39	42	42	33	57	35	37	49	49	46	46	30	45	37	40	31	37
18RO067	37	49	40	40	49	49	37	40	51	51	49	49	54	54	46	49	73	73	69	72	42	42	42	42	64	70	36	36	42	45	57	60	43	43	53	62	64	73	46	64	68	71	56	56	?	?	52	52	34	34	35	41	16	31	15	15	81	81	80	80	58	70	50	56	39	39	42	42	33	33	37	39	43	49	46	46	45	45	37	46	28	34
18RO071	25	25	?	?	?	?	40	40	51	51	49	73	?	?	37	46	64	73	69	69	42	48	42	54	64	64	36	39	45	45	66	69	43	49	53	65	64	73	46	55	68	68	56	62	38	41	52	55	28	34	35	35	?	?	15	42	60	60	59	80	61	64	50	50	39	39	42	42	33	66	35	37	49	49	40	46	36	45	37	40	37	?
18RO074	25	49	44	52	?	?	28	28	51	51	58	73	51	63	?	?	73	73	69	69	42	48	54	60	64	64	36	39	42	45	66	69	43	46	56	62	64	79	46	64	68	68	56	56	?	?	52	55	34	34	35	35	?	?	15	15	60	60	80	80	61	64	50	56	39	39	36	42	57	57	37	39	43	49	46	46	30	30	37	40	31	37
18RO077	25	65	36	40	?	?	37	43	51	51	73	73	54	57	37	37	73	73	?	?	42	48	54	60	64	70	36	39	42	45	60	66	43	43	49	68	73	79	64	64	77	77	65	83	?	?	52	52	34	37	35	41	?	?	15	15	60	78	65	80	64	67	50	50	39	48	42	48	54	57	35	37	49	49	46	46	30	48	37	40	31	31
18RO086	25	65	36	40	?	?	40	43	51	51	73	73	?	?	37	37	73	73	?	?	42	42	42	42	64	70	21	39	45	45	63	66	43	43	49	68	73	79	64	64	71	77	56	56	?	?	52	55	28	34	35	35	?	?	15	15	60	78	59	65	64	67	50	54	39	39	42	51	54	57	35	37	49	49	40	46	30	48	37	37	31	31
18RO093	25	37	36	40	49	55	28	43	51	51	49	73	57	63	37	37	73	73	69	69	42	48	42	54	64	67	36	36	42	42	60	60	43	46	53	53	64	73	46	64	71	71	56	62	38	41	52	55	34	34	35	35	16	43	39	45	60	78	80	83	64	64	50	54	39	39	42	51	33	33	37	39	49	49	46	46	30	36	37	40	31	37
pop = 2016PU																																																																																		
18RO004	45	45	40	52	49	52	37	37	51	51	49	49	57	63	37	37	73	73	69	72	42	42	42	60	64	70	36	39	42	45	57	66	43	49	53	53	64	73	55	55	71	71	56	62	38	38	49	55	28	34	35	35	43	43	39	42	60	78	71	80	64	67	50	54	39	39	51	51	57	57	37	37	49	49	40	46	45	51	37	37	31	37
18RO008	25	45	32	40	55	55	28	40	51	51	43	73	54	54	46	46	64	73	69	72	42	48	42	54	64	70	36	39	45	45	66	69	49	49	53	65	64	79	46	64	71	71	62	62	38	38	49	55	28	34	35	41	34	43	42	42	75	78	59	59	64	67	50	54	39	39	42	42	33	48	37	39	49	49	40	40	45	45	37	46	31	37
18RO010	45	45	36	60	46	55	40	40	48	51	49	58	63	63	37	82	73	73	69	69	42	45	42	42	64	64	36	42	?	?	66	66	43	49	62	62	64	79	58	64	68	71	62	62	38	41	55	55	34	37	35	41	37	46	15	42	60	78	80	80	64	70	50	50	39	39	36	42	33	33	37	39	49	49	46	46	36	45	37	37	?	?
18RO012	41	49	40	56	49	55	40	40	51	51	43	49	54	63	37	46	73	73	69	69	42	48	42	54	64	64	36	39	42	42	63	66	43	49	62	68	73	79	46	55	68	77	62	62	38	38	52	55	28	34	35	41	43	43	39	45	78	81	59	71	58	64	50	50	39	39	36	57	33	33	35	39	43	49	46	46	45	45	37	46	31	34
18RO016	25	45	40	52	46	49	40	43	51	51	43	43	54	63	37	46	64	73	63	69	48	48	42	54	64	64	36	36	45	45	57	57	43	43	53	62	64	79	46	55	68	77	62	62	38	38	55	55	34	34	35	35	34	34	45	45	78	78	56	65	64	70	50	54	39	39	42	42	33	33	37	37	49	49	46	46	30	45	37	40	31	37
18RO035	45	49	36	40	52	55	37	43	51	51	49	58	54	57	37	46	64	64	69	69	42	48	42	42	64	70	36	36	45	45	57	69	43	49	53	68	73	79	46	46	71	71	56	62	38	38	55	55	34	34	35	35	31	43	39	42	60	60	56	80	61	64	50	50	39	39	42	57	33	57	35	37	49	49	40	46	30	45	40	46	31	34
18RO056	25	45	36	52	?	?	40	43	51	51	49	73	?	?	?	?	64	73	?	?	48	48	42	54	64	64	36	36	45	45	57	57	43	43	62	62	73	79	46	64	68	77	56	62	?	?	55	55	34	34	35	35	?	?	15	34	78	78	56	71	64	70	50	54	39	39	42	42	33	54	35	35	43	49	40	46	30	45	37	46	31	37
18RO089	37	45	40	40	52	52	28	40	51	51	49	73	54	63	46	46	73	73	69	72	42	48	42	54	64	67	36	36	42	45	60	63	43	43	53	53	64	73	46	64	71	71	62	62	?	?	55	55	34	34	35	41	?	?	15	15	78	78	80	80	58	64	50	50	39	39	42	51	54	57	35	37	43	49	46	46	30	45	37	40	31	37
18RO091	41	41	40	52	?	?	28	43	45	51	43	58	54	63	?	?	73	73	?	?	42	42	42	60	64	70	39	39	42	45	66	66	49	49	53	68	64	76	46	64	68	68	62	62	?	?	52	55	34	34	35	35	?	?	15	15	60	60	65	80	67	70	50	56	48	51	36	42	33	33	37	39	49	49	40	40	30	45	37	46	31	37
18RO095	25	41	40	52	55	55	37	43	48	51	49	49	54	57	37	46	73	73	69	72	42	42	54	60	64	67	36	39	45	45	60	66	43	43	53	53	64	73	46	46	68	68	56	62	38	41	49	55	34	37	35	35	37	43	39	45	60	78	71	83	64	64	50	50	39	39	42	51	57	57	37	37	43	49	40	46	45	45	37	40	31	34
18RO099	41	45	36	40	46	52	28	40	51	51	49	58	54	57	37	37	73	73	63	69	42	48	54	60	64	64	36	36	45	45	60	69	46	49	49	53	73	76	46	46	71	77	56	62	38	41	55	55	34	34	38	38	34	43	39	42	78	78	65	71	64	64	50	54	39	39	42	42	33	33	35	37	49	49	40	46	45	45	37	40	31	37
18RO106	25	45	36	40	49	52	28	37	51	51	73	73	63	66	37	46	64	73	63	69	42	42	42	54	64	70	36	39	42	45	60	66	43	46	49	53	73	73	46	64	68	71	56	62	38	38	49	55	34	34	35	38	34	43	39	39	75	78	65	80	64	64	50	56	39	39	42	42	33	33	35	37	49	49	40	46	30	30	40	40	31	37
18RO108	25	25	40	56	49	49	37	43	51	51	73	73	54	63	46	46	64	73	69	69	42	48	54	60	64	64	36	39	42	42	60	66	43	43	53	62	73	73	64	64	68	68	56	62	38	41	49	55	28	34	35	35	34	34	42	45	78	78	56	71	64	70	54	56	39	48	42	51	54	57	37	39	49	49	40	40	45	45	37	46	34	37
18RO110	41	45	32	40	52	55	28	37	51	51	49	58	54	54	37	37	73	73	69	69	42	42	42	60	64	64	39	42	45	45	66	66	46	49	62	65	73	79	46	55	71	71	56	56	38	38	55	55	34	34	35	35	31	46	42	42	75	78	59	80	64	64	50	54	39	39	42	42	33	33	35	35	43	49	40	40	36	45	37	40	31	31
18RO113	37	37	32	56	55	58	37	43	51	51	70	70	42	42	46	46	64	64	69	69	42	42	54	60	64	64	36	39	42	42	57	66	49	49	53	65	61	64	46	46	68	71	65	65	38	38	55	55	28	34	41	44	43	43	39	42	75	78	71	80	64	64	50	50	39	39	36	48	33	33	35	39	49	49	46	46	30	51	37	40	31	31
19R003	25	45	32	52	55	55	28	37	48	51	58	73	57	63	37	37	73	73	69	72	42	42	42	54	70	70	36	39	42	45	60	63	49	49	53	68	64	79	46	64	71	71	56	62	38	38	55	55	28	34	35	41	37	43	42	42	78	78	56	59	58	58	50	54	39	39	36	42	33	57	37	39	49	49	40	40	45	45	37	46	37	37
19R009	37	45	40	40	52	55	37	37	51	51	49	58	54	54	37	46	64	73	69	72	42	48	42	60	64	64	36	36	42	45	57	69	46	49	53	53	73	79	46	58	68	71	56	62	38	38	52	55	34	34	35	41	31	37	39	42	60	78	80	80	64	64	50	50	39	39	42	42	33	57	37	37	49	49	46	46	36	45	37	40	37	37
19R011	25	45	32	40	52	55	37	40	51	51	49	73	54	63	37	46	64	64	69	69	42	42	42	54	64	64	21	39	42	45	60	66	43	49	53	53	73	79	46	58	68	71	62	62	38	38	49	52	34	37	35	35	34	43	42	42	60	78	59	80	61	64	54	54	39	39	42	51	54	66	37	39	43	49	40	46	30	51	37	40	31	37
19R015	25	45	40	40	55	55	28	28	51	51	73	73	54	66	37	37	64	73	63	69	42	48	42	54	64	70	36	39	42	45	60	63	46	46	49	53	73	73	46	64	71	71	56	56	38	38	49	52	34	34	35	41	34	43	39	42	60	78	65	80	58	64	50	50	39	39	42	57	33	57	35	39	43	49	40	46	45	51	40	40	31	31
19R019	45	45	36	40	49	55	40	43	51	51	49	73	57	63	37	46	64	73	69	69	42	48	42	54	64	67	36	36	45	45	57	60	43	49	53	62	64	64	46	64	68	71	56	62	38	41	52	55	34	34	35	41	31	43	42	42	60	78	71	80	67	70	50	50	39	39	42	42	33	54	35	37	49	49	40	46	45	45	37	37	31	37
19R021	41	45	56	60	46	55	40	40	51	51	49	58	63	66	37	49	73	73	69	69	42	42	42	42	64	70	39	42	42	45	66	66	49	49	53	62	79	79	58	64	68	71	56	56	38	38	52	52	34	37	35	41	37	46	39	42	60	84	80	80	64	70	50	50	39	39	36	42	33	33	35	37	49	49	46	46	36	36	37	37	31	34
19R027	37	41	40	40	52	55	37	43	48	51	49	58	54	54	37	37	64	73	69	72	42	42	54	54	64	67	36	36	42	45	60	63	46	46	49	53	64	73	46	58	71	71	62	86	38	38	55	55	34	34	41	41	34	34	39	39	60	78	80	80	64	64	50	54	39	39	42	42	33	57	35	37	49	49	40	46	45	45	37	40	34	34
19R085	25	45	36	52	49	55	28	28	45	51	58	73	51	63	46	46	73	73	69	69	42	42	42	54	64	70	36	36	42	45	60	69	43	43	53	62	73	79	46	46	68	77	56	56	38	38	49	55	28	34	35	35	43	43	39	42	60	78	56	71	58	64	50	54	39	39	51	57	54	57	35	39	49	49	46	46	45	45	37	37	31	34
19R089	25	37	32	40	49	52	28	43	51	51	58	73	57	63	37	46	73	73	69	69	42	42	42	54	64	64	36	42	45	45	57	66	49	49	53	65	79	79	?	?	71	71	56	83	38	41	55	55	34	34	35	35	43	46	15	42	75	78	68	80	64	64	50	56	39	39	42	42	33	48	35	35	49	49	40	46	30	45	37	40	31	34
19R093	25	45	40	52	52	55	28	28	51	51	58	73	54	54	37	37	64	73	69	69	42	42	42	42	64	70	36	42	42	45	66	69	43	49	62	65	64	73	46	46	71	71	56	56	38	38	52	55	34	34	35	41	34	46	42	42	60	75	59	80	64	64	50	54	39	39	42	51	33	57	35	37	43	49	40	40	30	45	40	40	34	37
19R101	41	49	36	40	55	55	28	37	45	51	49	49	54	57	37	46	73	73	69	69	42	42	42	54	64	67	21	36	42	45	60	60	43	49	53	53	64	73	46	58	68	77	56	62	38	41	49	55	34	37	35	35	37	43	?	?	78	81	71	83	64	64	50	50	39	39	36	51	57	57	37	37	43	49	40	46	45	45	37	40	31	34
19R215	25	65	40	48	55	55	28	28	51	57	58	73	54	63	37	37	73	73	69	72	42	42	42	42	64	64	36	42	45	45	66	69	43	49	49	65	79	79	46	46	71	71	56	62	38	41	49	55	34	34	35	35	43	46	42	42	75	78	59	80	64	64	50	54	39	39	51	57	33	33	35	39	49	49	40	46	30	45	37	40	31	34
19R229	25	25	40	52	49	55	28	40	51	51	73	73	54	63	37	37	64	73	69	69	42	42	42	42	64	64	36	39	42	45	57	66	43	49	53	62	64	64	46	46	71	71	56	62	38	41	55	55	34	34	35	35	37	46	42	42	75	78	68	80	64	67	50	56	39	39	36	57	33	33	35	39	49	49	40	40	30	45	40	40	31	31
19R235	25	45	32	36	52	55	40	43	48	51	58	73	57	63	37	49	73	73	69	72	42	48	48	54	64	70	39	39	42	45	63	66	49	49	53	68	64	79	46	46	68	71	56	56	38	38	52	55	28	28	35	35	43	43	42	42	?	?	56	65	58	58	50	50	39	39	36	48	33	33	37	39	49	49	40	40	30	30	37	46	31	37
19R237	25	45	40	52	49	55	37	43	48	51	49	58	51	57	37	37	73	73	69	72	42	42	42	60	64	64	36	39	42	45	63	66	49	49	53	62	64	79	46	46	71	77	56	56	41	41	49	55	34	34	35	35	37	43	39	45	60	78	71	80	64	67	50	50	39	39	36	51	33	57	37	37	43	49	40	40	45	45	40	46	31	34
19R239	25	25	40	40	52	55	40	40	51	51	73	73	54	66	46	46	64	73	69	69	42	48	42	42	64	64	36	39	45	45	66	69	43	49	62	62	64	79	55	55	68	71	56	62	38	38	55	55	34	34	35	35	37	46	39	45	75	78	65	80	?	?	50	56	39	39	36	51	33	57	37	37	43	49	40	46	36	45	40	46	31	34
19R327	25	45	40	52	52	55	37	40	51	51	49	49	54	63	37	46	73	73	69	69	42	42	54	54	64	64	36	36	45	45	57	60	46	46	49	62	64	73	46	46	68	71	56	56	38	38	49	55	28	34	35	41	34	37	39	39	78	78	65	80	64	64	50	50	39	39	42	42	33	33	35	39	43	49	40	46	36	45	40	40	31	31
19R380	25	45	32	56	55	55	37	40	51	51	49	73	54	66	37	49	73	73	69	69	42	42	42	42	64	70	39	39	45	45	63	66	43	43	53	62	64	73	64	64	68	77	56	62	38	41	49	55	28	34	35	35	34	37	39	45	78	78	71	80	64	67	50	56	39	48	51	51	33	33	35	39	49	49	40	46	36	45	37	40	31	31
19R456	45	45	32	32	49	55	40	40	51	51	49	73	57	63	37	37	64	73	69	72	42	42	42	54	70	70	36	39	42	45	57	63	43	43	53	62	73	79	46	55	77	77	56	62	38	38	49	55	34	34	38	41	43	43	39	42	60	78	59	71	61	64	54	54	39	39	42	51	33	33	37	37	49	49	40	46	36	45	40	46	31	34
19R843	25	45	40	52	55	55	37	40	51	51	58	73	63	63	46	46	64	73	69	72	48	48	54	54	64	64	36	39	42	45	60	66	43	49	65	65	73	73	55	64	71	71	56	62	38	38	49	55	34	34	35	41	34	43	42	42	60	60	59	80	64	64	50	50	39	39	42	48	33	33	39	39	49	49	46	46	36	45	37	40	31	37
19R884	25	45	36	52	55	55	28	37	45	51	49	49	54	57	46	46	73	73	69	72	42	42	54	60	64	64	36	39	42	45	57	66	49	49	62	65	73	79	58	64	68	68	56	62	38	38	55	55	34	37	35	44	43	46	42	45	60	81	71	71	64	70	50	56	39	39	36	48	?	?	37	37	43	49	40	46	30	45	40	46	31	34
pop = 2017PU																																																																																		
19R004	25	25	32	40	49	55	28	28	48	51	49	58	57	63	37	37	67	73	69	69	42	42	42	60	64	64	21	36	45	45	60	63	43	49	53	62	73	79	46	67	68	68	56	56	38	38	55	55	28	34	35	35	34	43	39	42	60	60	59	71	64	64	50	50	39	39	42	57	33	33	37	39	43	43	46	46	30	45	37	46	31	31
19R058	49	49	40	56	46	55	28	43	54	57	43	49	54	63	37	46	73	73	63	69	42	42	42	54	64	70	24	42	42	45	54	69	43	46	65	65	73	79	64	64	71	77	56	56	38	38	52	55	31	34	35	38	37	43	39	42	60	60	65	65	64	67	48	50	39	39	36	51	33	57	35	39	49	49	46	46	45	45	37	37	34	34
19R097	25	25	40	40	49	49	37	43	48	51	43	43	63	63	37	37	64	73	69	69	48	48	54	54	64	70	39	39	45	45	63	66	46	49	53	53	73	73	46	64	71	71	62	83	38	38	49	55	28	34	35	41	34	37	39	45	78	78	80	83	64	64	50	50	39	39	36	51	33	33	35	35	49	49	40	46	45	45	37	37	37	37
19R143	25	45	32	36	49	52	28	40	48	51	73	73	54	63	37	37	73	73	69	72	42	48	42	54	64	64	36	36	42	45	60	60	49	49	53	62	64	73	64	64	68	71	56	56	38	38	49	55	28	34	35	41	34	43	42	42	78	78	56	80	58	67	50	50	39	39	36	51	33	33	35	37	49	49	40	46	45	45	37	37	31	31
19R336	41	49	32	40	49	52	28	28	48	54	49	49	54	54	37	46	73	73	69	72	48	48	54	60	64	67	36	36	42	45	60	63	49	49	53	65	64	73	46	67	71	71	56	56	38	38	49	55	28	34	35	35	31	34	39	39	60	78	71	80	64	64	50	50	39	39	42	57	48	57	37	39	49	49	40	46	36	45	37	37	37	37
19R376	45	49	40	40	49	55	28	43	51	57	49	70	54	63	46	46	64	73	63	69	42	42	42	42	64	70	36	42	42	45	57	66	46	49	65	65	64	79	46	64	68	71	56	56	38	41	55	55	31	34	35	38	37	43	39	42	60	78	59	59	64	64	50	56	39	39	42	48	33	57	35	37	49	49	40	46	45	45	37	46	31	34
19R386	25	25	36	40	55	55	28	37	51	57	49	73	57	63	37	46	64	73	69	69	42	42	54	60	64	64	36	36	45	45	57	69	43	46	49	53	64	73	46	46	71	77	56	83	38	41	49	52	34	34	35	35	31	43	42	42	78	81	56	80	61	64	50	50	39	39	42	57	57	57	35	37	43	49	40	46	30	45	37	37	31	37
19R389	41	45	52	52	49	52	28	28	48	51	49	49	54	63	37	46	67	73	69	69	42	48	54	60	64	64	36	39	42	45	63	66	46	49	53	65	73	79	46	67	68	71	56	59	38	41	52	55	34	34	35	35	34	43	39	42	60	60	59	80	61	64	50	54	39	39	42	57	33	57	39	39	43	49	40	46	30	45	37	46	34	37
19R392	45	45	40	52	52	52	37	40	48	51	43	58	54	57	37	49	73	76	69	69	42	42	42	42	64	70	36	42	45	45	66	69	46	49	53	53	64	73	46	46	71	71	56	56	38	41	52	52	28	34	35	35	43	43	42	42	60	75	59	65	64	67	50	56	39	39	51	51	33	54	35	39	49	49	46	46	45	45	37	46	34	37
19R412	41	45	32	36	46	55	28	28	45	51	49	73	54	54	46	49	73	73	69	69	42	42	42	54	64	64	21	36	42	45	60	60	49	49	62	62	64	64	46	64	71	77	56	62	38	41	52	55	34	34	35	41	31	43	39	42	78	78	65	71	64	67	50	54	39	39	42	42	33	33	37	39	43	49	46	46	30	45	37	40	31	31
19R724	41	45	40	52	49	55	28	28	51	51	73	73	54	63	37	37	73	73	69	72	42	48	42	54	64	64	21	36	45	45	60	69	49	49	53	62	64	64	46	64	68	71	56	62	38	38	52	52	34	34	35	35	43	43	42	42	78	78	65	80	64	64	50	50	39	39	42	42	33	48	35	37	49	49	46	46	45	45	37	46	31	37
19R770	25	49	32	32	49	55	28	40	48	51	73	73	54	57	46	46	73	73	69	69	42	48	54	54	64	64	39	39	45	45	66	66	43	49	53	53	64	64	55	64	68	71	68	83	38	38	52	55	28	34	35	41	31	37	39	42	60	78	80	83	64	64	50	50	39	39	36	42	48	57	35	37	49	49	46	46	30	30	37	40	37	37
19R774	25	45	32	32	49	55	40	43	48	48	73	73	57	57	46	46	64	73	69	69	42	48	54	54	64	70	36	39	45	45	60	63	46	49	49	53	64	73	55	64	71	71	56	83	38	41	52	55	34	34	35	41	37	43	?	?	78	78	65	65	61	64	50	56	39	39	36	36	48	54	35	37	49	49	46	46	45	51	40	40	31	31
19R778	25	45	52	52	49	52	28	43	51	51	43	43	54	63	37	37	73	76	69	69	42	48	42	42	70	70	36	36	45	45	?	?	43	46	53	56	73	79	46	64	68	71	56	83	38	38	49	52	34	34	35	35	43	43	42	42	60	78	59	80	64	64	50	54	39	51	42	42	33	33	37	39	49	49	40	46	45	45	46	46	37	37
19R794	45	49	48	52	52	55	40	40	48	51	49	73	57	63	46	46	73	73	69	72	42	42	54	54	67	70	36	39	45	45	60	66	46	46	49	53	73	79	46	46	71	71	56	62	38	38	55	55	28	34	41	41	43	43	?	?	?	?	80	80	58	64	50	50	39	39	42	51	33	57	35	37	49	49	40	46	45	45	40	46	34	37
19R847	37	45	36	52	49	52	37	40	51	51	73	73	63	63	37	46	?	?	69	69	42	48	42	54	64	64	?	?	45	45	69	69	43	49	62	62	64	64	46	58	68	71	62	62	38	38	49	55	28	34	35	41	16	43	39	42	60	75	80	80	?	?	54	54	39	39	36	51	54	54	37	39	49	49	40	46	30	45	40	40	31	37
19R851	37	41	52	52	52	55	28	28	45	48	73	73	63	63	37	46	73	73	69	69	42	42	54	54	64	64	36	36	42	45	57	60	43	49	62	62	64	73	46	64	71	71	56	56	38	41	49	49	34	34	35	35	16	43	39	42	78	81	65	71	64	70	50	50	39	39	36	42	33	33	35	37	49	49	40	46	45	45	37	40	34	34
19R881	25	45	36	40	52	55	28	40	51	51	58	73	54	63	37	37	64	73	69	69	42	42	54	60	64	70	36	39	42	42	60	63	46	49	49	65	64	73	46	46	71	77	62	83	38	38	49	52	34	34	35	41	34	43	42	42	78	78	56	80	61	64	50	56	39	39	36	42	54	57	35	35	49	49	40	40	45	45	40	46	31	31
20R002	25	45	36	40	52	52	37	43	51	51	49	73	54	57	46	46	64	64	69	69	42	42	42	54	64	64	36	36	45	45	57	69	49	49	65	65	64	73	46	46	68	71	56	62	38	41	49	55	28	37	38	41	34	43	39	42	60	78	59	80	64	64	50	50	39	39	36	42	33	54	37	39	49	49	40	46	30	45	37	37	34	37
20R003	25	45	40	40	49	55	37	40	51	51	43	73	54	63	46	46	64	73	69	69	42	48	60	60	64	64	36	39	42	45	60	66	43	49	62	62	64	73	55	64	68	68	62	83	38	38	49	55	34	34	35	35	43	43	42	42	60	60	59	80	64	64	54	56	39	51	42	42	33	54	35	39	49	49	40	40	30	45	37	46	31	31
20R007	25	25	36	40	49	55	37	37	51	51	43	73	54	63	37	46	64	73	69	69	42	48	42	54	64	70	36	39	42	45	66	69	43	49	62	62	79	79	46	46	68	71	56	62	38	41	52	55	34	37	35	41	43	43	42	42	78	78	56	80	61	64	50	54	39	39	36	57	33	57	35	37	49	49	40	46	30	45	46	46	31	31
20R008	25	49	32	52	52	55	28	37	51	51	73	73	54	63	37	46	64	64	69	72	42	48	42	60	64	64	39	42	45	45	66	66	43	49	56	62	64	79	46	64	71	71	56	62	38	38	49	55	34	34	35	35	34	43	42	45	78	78	65	80	64	64	50	54	39	39	42	48	33	48	35	37	43	49	46	46	45	51	40	40	31	31
20R011	25	41	40	40	55	55	28	28	48	51	49	49	54	57	46	46	73	73	69	69	42	42	42	42	64	70	36	39	45	45	63	69	43	49	62	68	64	73	55	64	68	77	56	62	38	38	55	55	28	34	35	35	34	43	42	42	60	78	80	80	58	64	50	56	39	39	36	42	57	57	35	39	49	49	40	46	30	30	40	46	31	34
20R013	45	45	32	52	52	55	28	37	45	51	58	73	54	54	37	37	64	73	69	69	42	48	54	60	64	64	36	36	45	45	60	69	46	49	53	62	64	73	55	64	71	71	56	56	41	41	52	55	34	37	35	41	16	34	42	42	60	78	56	65	61	67	50	50	39	39	36	42	33	48	35	37	49	49	40	40	51	51	37	37	31	37
20R017	49	49	40	52	52	55	37	40	51	51	58	58	54	54	37	37	64	73	69	69	42	42	42	54	64	64	36	39	45	45	57	66	43	49	53	65	64	73	55	64	68	71	56	62	38	41	49	55	37	37	35	35	16	43	42	42	78	78	80	80	64	64	50	54	39	39	42	51	57	57	35	39	49	49	46	46	45	45	40	40	31	31
20R020	25	45	40	52	49	55	37	37	51	51	49	58	51	54	37	37	73	73	69	72	42	42	42	60	64	64	36	39	42	45	60	66	49	49	62	65	64	73	46	64	71	77	56	62	38	38	49	55	34	37	35	35	34	43	42	45	60	78	59	80	64	64	54	54	39	39	45	51	33	57	37	39	49	49	40	46	45	45	37	40	34	37
20R021	45	49	40	40	55	55	28	40	48	51	43	49	54	63	37	46	64	73	69	69	42	48	42	54	64	64	39	39	45	45	66	66	43	49	53	53	64	64	46	64	68	71	62	83	38	38	55	55	28	34	35	41	31	37	39	42	78	78	65	80	64	64	50	50	39	39	36	42	57	63	37	39	43	49	46	46	30	45	37	37	31	37
